rule_id,scenario,period,actual,limit,excess,unit,cause,severity
STORAGE_OVERFLOW,BASE,2038,120.356164,120.0,31.869315,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
STORAGE_OVERFLOW,BASE,2039,120.356164,120.0,60.191781,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
STORAGE_OVERFLOW,BASE,2040,120.164384,120.0,0.164384,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
EMERGENCY_BASE_STREAK,BASE,2035_2040,3,2,1,years,Emergency used as a base channel for more than two consecutive years (planned offtake or share above threshold),hard
