year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,360.0,118.099607,1451.478282,1.0,1451.478282,14.514783,14.514783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1367.060334,149.660274,19.547188,12.0,0.0,0.0,0.0,1548.267795,0.873439,1352.317054,8.148778,7.117458
2038,2426.567374,169.0,27.613423,12.0,0.0,0.0,0.0,2635.180796,0.816298,2151.092489,9.165846,7.482061
2039,3102.152831,169.0,40.236822,12.0,0.0,0.0,0.0,3323.389653,0.762895,2535.398054,9.03095,6.889669
2040,3410.473684,169.0,44.235616,12.0,0.0,0.0,0.0,3635.709301,0.712986,2592.210484,8.106375,5.779734
