year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,25.978675,0.0,0.0,360.0,118.099607,1458.678282,1.0,1458.678282,18.233479,18.233479
2036,824.6,130.0,49.893844,12.0,0.0,180.0,0.0,1196.493844,0.934579,1118.218546,10.682981,9.984094
2037,1250.828947,149.660274,66.489053,12.0,0.0,0.0,0.0,1478.978275,0.873439,1291.796903,9.73012,8.498664
2038,1966.36343,169.0,86.20274,12.0,0.0,0.0,0.0,2233.566169,0.816298,1823.255322,11.167831,9.116277
2039,2870.513615,169.0,86.147507,12.0,0.0,0.0,0.0,3137.661122,0.762895,2393.706647,12.256489,9.350417
2040,3080.0,169.0,86.092274,12.0,0.0,0.0,0.0,3347.092274,0.712986,2386.430533,10.72786,7.648816
