year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,15.178675,0.0,0.0,360.0,118.099607,1447.878282,1.0,1447.878282,13.16253,13.16253
2036,824.6,130.0,13.173844,12.0,0.0,180.0,0.0,1159.773844,0.934579,1083.900789,7.530999,7.038317
2037,1335.130948,149.660274,2.148528,12.0,0.0,0.0,0.0,1498.93975,0.873439,1309.232029,7.781152,6.796359
2038,2037.041706,169.0,1.514182,12.0,0.0,0.0,0.0,2219.555888,0.816298,1811.818759,7.31797,5.973643
2039,2657.382036,169.0,0.512808,12.0,0.0,0.0,0.0,2838.894845,0.762895,2165.779285,7.454002,5.686622
2040,3410.473684,169.0,0.442356,12.0,0.0,0.0,0.0,3591.91604,0.712986,2560.986495,8.008731,5.710115
