rule_id,scenario,period,actual,limit,excess,unit,cause,severity
RESERVE_45D,HIGH_DEMAND,2035-01-01,12.4,13.561644,1.161644,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
RESERVE_45D,HIGH_DEMAND,2037-01-01,6.819,25.767123,18.948123,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
RESERVE_45D,HIGH_DEMAND,2038-01-01,8.031067,38.527397,30.496331,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
RESERVE_45D,HIGH_DEMAND,2039-01-01,0.0,49.315068,49.315068,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
RESERVE_45D,HIGH_DEMAND,2040-01-01,0.0,60.10274,60.10274,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
TOTAL_SERVICE_REFERENCE,HIGH_DEMAND,2037,0.918053,0.97,0.051947,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
TOTAL_SERVICE_REFERENCE,HIGH_DEMAND,2038,0.856077,0.97,0.113923,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
TOTAL_SERVICE_REFERENCE,HIGH_DEMAND,2039,0.823733,0.97,0.146267,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
TOTAL_SERVICE_REFERENCE,HIGH_DEMAND,2040,0.8,0.97,0.17,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
