rule_id,scenario,period,actual,limit,excess,unit,cause,severity
RESERVE_45D,MANDATORY_STRESS,2040-01-01,47.587945,55.294521,7.706575,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
STORAGE_OVERFLOW,MANDATORY_STRESS,2038,120.034247,120.0,1.113151,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
STORAGE_OVERFLOW,MANDATORY_STRESS,2039,120.034247,120.0,0.034247,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
TOTAL_SERVICE_REFERENCE,MANDATORY_STRESS,2040,0.766974,0.97,0.203026,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
