rule_id,scenario,period,actual,limit,excess,unit,cause,severity
STORAGE_OVERFLOW,BASE,2039,120.171274,120.0,23.394122,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
STORAGE_OVERFLOW,BASE,2040,120.366979,120.0,64.139149,t,"physical stock plus arrivals exceeds active storage capacity; excess reported, not silently stored",hard
