year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,360.0,118.099607,1451.478282,1.0,1451.478282,14.514783,14.514783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1241.158103,149.660274,17.71135,12.0,0.0,0.0,0.0,1420.529727,0.873439,1240.745678,7.476472,6.53024
2038,1988.278714,169.0,14.584432,12.0,0.0,0.0,0.0,2183.863146,0.816298,1782.68285,7.596046,6.200636
2039,2545.632896,169.0,0.650125,12.0,0.0,0.0,0.0,2727.283021,0.762895,2080.631159,8.131667,6.20361
2040,2766.157895,169.0,0.384658,12.0,0.0,0.0,0.0,2947.542552,0.712986,2101.557103,7.557801,5.388608
