year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,0.0,118.099607,1091.478282,1.0,1091.478282,10.914783,10.914783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1198.564745,130.0,22.378131,12.0,0.0,1250.0,0.0,2612.942876,0.873439,2282.245503,13.752331,12.011818
2038,1238.982641,130.0,25.553717,12.0,70.0,0.0,0.0,1476.536358,0.816298,1205.293495,5.906145,4.821174
2039,1739.332206,130.0,31.836457,12.0,70.0,0.0,0.0,1983.168663,0.762895,1512.949878,6.197402,4.727968
2040,2292.157895,130.0,35.003836,12.0,70.0,0.0,0.0,2539.16173,0.712986,1810.387221,6.510671,4.642019
