year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,360.0,118.099607,1451.478282,1.0,1451.478282,14.514783,14.514783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1286.1,169.0,24.407264,12.0,0.0,1250.0,0.0,2741.507264,0.873439,2394.538618,14.428986,12.602835
2038,1666.496118,169.0,8.151154,12.0,70.0,0.0,0.0,1925.647272,0.816298,1571.901779,7.304389,5.962558
2039,1965.56737,169.0,0.294894,12.0,70.0,0.0,0.0,2216.862264,0.762895,1691.233607,7.4145,5.656486
2040,2139.631579,169.0,0.384658,12.0,70.0,0.0,0.0,2391.016236,0.712986,1704.761532,6.130811,4.371183
