year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,360.0,118.099607,1451.478282,1.0,1451.478282,14.514783,14.514783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1221.816413,149.660274,16.598721,12.0,0.0,0.0,0.0,1400.075408,0.873439,1222.880084,7.368818,6.436211
2038,1982.076895,169.0,12.053717,12.0,0.0,0.0,0.0,2175.130613,0.816298,1775.554501,7.565672,6.175842
2039,2535.915257,169.0,0.358981,12.0,0.0,0.0,0.0,2717.274238,0.762895,2072.995506,8.219663,6.270742
2040,2766.157895,169.0,0.384658,12.0,0.0,0.0,0.0,2947.542552,0.712986,2101.557103,7.557801,5.388608
