year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,360.0,118.099607,1451.478282,1.0,1451.478282,14.514783,14.514783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1286.1,169.0,24.407264,12.0,0.0,0.0,0.0,1491.507264,0.873439,1302.740208,7.850038,6.856527
2038,2430.572273,169.0,24.520586,12.0,0.0,0.0,0.0,2636.092858,0.816298,2151.837004,9.169019,7.48465
2039,3090.977546,169.0,36.611926,12.0,0.0,0.0,0.0,3308.589471,0.762895,2524.107066,8.990732,6.858987
2040,3410.473684,169.0,40.254411,12.0,0.0,0.0,0.0,3631.728095,0.712986,2589.371939,8.097499,5.773405
