rule_id,scenario,period,actual,limit,excess,unit,cause,severity
RESERVE_45D,MANDATORY_STRESS,2039-01-01,1.952055,45.369863,43.417808,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
RESERVE_45D,MANDATORY_STRESS,2040-01-01,0.0,55.294521,55.294521,t,opening physical stock below 45-day reserve of the current scenario; contracted capacity is not stock,hard
TOTAL_SERVICE_REFERENCE,MANDATORY_STRESS,2039,0.898321,0.97,0.071679,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
TOTAL_SERVICE_REFERENCE,MANDATORY_STRESS,2040,0.869565,0.97,0.100435,share,"annual total service below the resilience reference; shortage shown, no automatic recourse",reference
