year,procurement_mln,reservation_mln,holding_mln,opex_zbo_mln,opex_isru_mln,capex_mln,preparation_cost_mln,total_expense_mln,discount_factor,discounted_expense_mln,cost_per_served_t_mln,pv_per_served_t_mln
2035,824.6,130.0,18.778675,0.0,0.0,0.0,118.099607,1091.478282,1.0,1091.478282,10.914783,10.914783
2036,824.6,130.0,25.413844,12.0,0.0,180.0,0.0,1172.013844,0.934579,1095.340041,8.371527,7.823857
2037,1240.21177,130.0,24.047074,12.0,0.0,1250.0,0.0,2656.258844,0.873439,2320.079347,13.98031,12.210944
2038,2627.929788,130.0,38.824638,12.0,70.0,0.0,0.0,2878.754426,0.816298,2349.921126,10.013059,8.173639
2039,3056.25,130.0,58.105696,12.0,70.0,0.0,0.0,3326.355696,0.762895,2537.660834,9.03901,6.895817
2040,2517.0,130.0,52.29573,12.0,70.0,0.0,0.0,2781.29573,0.712986,1983.025417,6.201328,4.421461
